OTU_ID,GUA01,GUA02,GUA03,GUA04,GUA05,GUA06,GUA07,GUA08,GUA09,GUA10,GUA11,GUA12,GUA13,GUA14,GUA15,GUA16,GUA17,GUA18,GUA19,GUA20,GUA21,GUA22,GUA23,GUA24,GUA25,GUA26,GUA27,GUA28,GUA29,GUA30,GUA31,GUA32,GUA33,GUA34,GUA35,GUA36,GUA37,GUA38,GUA39,GUA40,GUA41,GUA42,GUA43,GUA44,GUA45,GUA46,GUA47,GUA48,GUA49,GUA50,GUA51,GUA52,GUA53,GUA54,GUA55,GUA56,GUA57,GUA58,GUA59,GUA60,GUA61,GUA62,GUA63,GUA64,GUA65,GUA66,GUA67,GUA68,GUA69,GUA70,GUA71,GUA72,GUA73,GUA74,GUA80,GUA81,GUA82
OTU_168,0,7,0,10,12,0,0,0,0,17,47,0,14,0,3,4,42,0,1,34,0,11,0,4,9,35,0,0,3,7,5,0,6,11,12,0,0,0,0,39,0,0,2,0,0,0,0,0,0,0,0,47,20,0,0,0,0,0,6,0,0,0,3,0,0,0,11,2,0,0,0,0,8,0,0,0,8
OTU_169,0,0,1,0,0,2,0,0,17,0,0,4,0,0,0,0,0,2,2,0,0,0,0,4,1,0,0,0,11,0,6,11,0,0,0,6,7,0,0,0,0,0,10,0,4,0,16,9,0,0,0,16,2,0,0,23,0,0,0,0,0,0,14,1,0,0,0,23,4,0,0,22,6,0,0,9,0
OTU_170,0,0,4,0,3,24,0,7,0,0,0,0,2,1,0,0,16,13,0,0,0,8,15,0,0,0,8,25,18,7,0,0,4,12,0,25,0,0,0,31,0,6,20,0,0,1,0,0,0,0,0,0,27,0,0,0,14,0,1,0,0,0,7,0,102,0,0,1,4,0,0,4,5,0,47,10,0
OTU_171,0,0,0,8,0,22,0,15,6,7,0,0,28,0,0,1,0,0,3,0,4,0,0,0,4,0,24,9,3,0,40,0,0,15,31,0,13,21,0,0,8,7,4,0,1,0,0,1,32,0,0,0,0,2,14,0,76,0,0,0,0,0,0,7,0,33,0,26,0,0,0,0,0,0,0,26,0
OTU_172,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,18,0,0,4,3,0,19,0,0,3,3,7,0,5,0,6,0,0,0,0,7,0,11,4,4,29,12,16,0,12,0,0,0,6,0,0,0,0,8,11,2,0,0,0,3,0,23,2,0,7,0,0,0,1,2,0,0,3,0,0,19,6
OTU_173,0,0,8,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,4,0,0,7,0,178,28,0,2,8,3,16,0,2,0,3,8,3,0,0,7,4,9,0,0,0,0,0,7,0,0,0,0,1,0,1,11,0,2,0,0,0,3,31,10,0,16,13,0,0,4,0,15,5
OTU_174,9,0,0,26,8,0,0,0,15,0,15,0,17,0,0,39,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,14,1,13,0,0,0,0,40,24,0,0,3,16,2,5,0,11,3,22,0,22,2,0,0,0,16,0,0,0,1,0,0,3,0,0,0,0,0,5,0,3,0,0,4,0,5
OTU_175,7,0,0,0,0,0,1,2,7,2,0,0,0,0,0,0,0,0,2,33,0,25,0,0,0,15,28,0,3,7,0,28,0,0,0,0,4,1,0,3,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,4,0,0,8,0,4,1,0,0,0,0,0,0
OTU_176,10,0,28,5,0,5,0,23,8,0,0,0,35,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,3,0,14,32,18,0,0,16,0,0,0,0,3,9,15,18,2,11,0,1,0,0,0,0,0,10,0,13,3,2,16,4,0,0,0,0,7,0,0,3,0,0,3,0,12
OTU_177,0,10,9,0,0,1,0,16,0,0,6,0,0,2,3,2,0,4,0,0,0,0,6,0,4,0,0,0,39,0,15,0,49,10,0,5,0,2,3,0,0,0,0,0,0,12,6,0,0,4,3,8,0,3,0,0,0,22,0,4,0,0,0,11,0,0,0,11,0,0,0,0,8,0,84,0,15
OTU_178,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,39,7,0,57,27,0,5,9,0,12,9,7,0,0,37,0,6,6,0,0,0,0,7,43,0,7,31,8,0,2,6,32,0,0,0,0,0,0,0,26,0,3,0,14,0,0,9,14,14,2,0,0,0,0,5,0,7,0,4,0,3,0
OTU_179,0,1,0,3,0,4,0,19,6,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,55,0,10,0,39,0,0,1,0,0,7,0,1,0,5,0,0,2,3,24,9,13,3,0,0,3,10,0,14,0,13,0,10,0,0,4,0,0,16,0,0,3
OTU_180,0,0,8,6,20,0,2,2,0,15,0,0,0,5,0,0,5,9,0,0,11,6,0,3,0,0,0,1,0,0,13,0,0,0,0,5,0,8,0,0,0,16,88,0,0,0,0,0,4,0,2,0,5,6,18,11,4,6,0,0,3,20,0,0,5,3,0,32,0,0,0,0,0,0,0,0,0
OTU_181,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,18,0,0,63,2,0,3,0,0,7,0,14,2,2,0,0,0,2,0,0,4,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,18,0,9,0,4,0,4,3,0,0,11,23,0,0,0,5,0,0,0,12
OTU_182,0,0,0,0,18,0,0,0,0,0,9,1,0,0,0,2,8,0,11,0,0,10,0,0,0,0,0,1,2,80,0,0,6,5,0,0,0,5,0,0,25,4,0,5,0,37,2,0,0,12,0,0,0,31,0,49,0,3,0,0,0,4,8,36,0,4,0,0,0,6,1,0,0,0,5,0,2
OTU_183,8,4,0,0,1,0,0,0,0,5,2,6,0,0,6,40,0,6,15,0,7,5,15,30,0,18,18,12,2,0,44,5,0,13,12,0,2,0,12,15,10,0,19,7,4,0,1,6,0,0,0,0,0,16,0,8,2,0,0,5,0,25,20,0,0,0,0,18,0,0,0,17,0,0,0,19,0
OTU_184,0,0,13,0,0,0,0,0,8,4,5,0,0,0,0,0,0,4,0,0,7,0,0,3,0,0,0,0,0,0,0,3,2,0,0,7,0,3,0,0,0,6,0,0,0,0,0,4,0,5,0,0,8,0,28,3,0,0,2,2,0,0,6,4,0,0,0,0,0,9,0,5,3,0,21,3,24
OTU_185,12,13,0,0,7,0,3,2,0,9,0,0,2,0,0,5,0,2,3,0,0,0,15,0,0,0,9,0,0,0,38,0,31,0,0,0,0,0,0,0,4,8,0,0,0,2,0,0,0,2,17,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,2,0,0,0,0,0,3,0
OTU_186,0,0,0,0,8,62,9,3,5,2,0,0,22,0,4,2,0,3,0,22,6,0,0,16,0,0,0,19,11,3,2,0,8,6,45,2,0,0,1,0,0,0,1,6,0,0,0,2,0,0,0,2,0,10,0,0,0,0,0,1,0,6,0,14,17,0,3,0,0,14,23,7,0,0,0,5,0
OTU_187,0,0,0,0,2,0,0,11,0,0,0,18,0,0,0,0,0,0,7,0,28,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,1,0,0,2,0,27,1,0,5,0,0,0,0,3,1,0,0,0,2,4,8,0,0,14,2,6,0,0,0,2
OTU_188,23,0,2,8,1,3,0,7,0,0,0,17,0,0,0,0,0,12,0,0,4,2,5,33,0,8,20,0,0,32,0,0,0,13,0,0,0,0,0,0,0,0,0,34,3,0,5,0,13,7,13,0,0,0,0,9,1,0,8,0,20,2,82,7,0,0,0,1,0,61,0,2,11,0,13,24,0
OTU_189,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,3,0,18,0,0,0,4,0,0,0,9,0,0,19,12,0,0,0,22,1,0,10,7,0,1,0,0,0,17,7,2,0,0,29,3,0,0,5,0,0,17,19,0,0,5,0,10,0,0,11,0,0,7,0,0,1,11,3,0,0,12
OTU_190,11,0,0,0,0,0,8,0,23,0,0,1,0,13,12,0,0,0,3,11,0,4,44,0,0,53,0,0,4,0,0,0,20,0,24,0,6,0,0,0,7,0,12,17,0,0,0,0,9,0,0,0,0,0,0,0,0,5,6,15,0,7,0,0,0,3,3,0,0,0,0,0,0,19,1,0,0
OTU_191,1,23,0,0,28,11,0,35,0,0,0,0,0,0,1,6,0,4,0,16,0,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,5,18,6,0,34,0,12,0,0,0,0,13,0,0,0,0,0,0,20,0,10,0,0,0,2,0,0,3,1,0,0,0,0,15
OTU_192,0,3,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,20,47,6,0,0,0,0,0,0,5,0,13,0,0,84,0,0,0,0,0,0,7,0,6,5,8,3,0,0,0,0,0,15,0,47,0,0,3,0,9,0,4,0,9,0,6,9,7,0,6,7,0,0,0,0,5,26,0,0
OTU_193,0,0,0,12,0,5,1,0,1,0,23,20,0,0,28,18,0,0,5,2,25,27,0,6,0,7,0,19,0,3,0,4,0,0,5,34,18,0,0,19,3,0,0,5,14,0,27,0,0,0,0,0,0,12,0,0,0,42,2,0,0,0,2,0,0,0,0,3,0,7,0,0,0,0,6,0,0
OTU_194,0,0,0,0,50,2,36,0,0,4,0,14,14,16,0,4,0,0,21,0,0,0,0,20,1,5,5,0,7,0,0,7,0,0,0,0,3,4,0,8,10,0,6,0,14,2,0,1,0,1,13,0,0,5,13,5,45,0,5,4,0,3,5,0,3,0,2,8,13,0,6,0,11,9,0,0,4
OTU_195,0,7,10,0,4,0,10,27,0,0,0,10,0,0,0,0,33,4,0,0,0,0,0,7,5,0,0,0,3,4,0,59,12,3,0,4,0,1,6,43,2,0,0,0,0,12,0,27,4,0,4,2,0,5,24,0,9,7,0,0,0,0,0,4,0,0,0,25,19,0,0,14,0,0,12,11,0
OTU_196,0,0,0,0,10,39,0,0,9,0,0,26,3,0,0,0,0,0,0,6,0,5,0,0,0,8,70,0,0,0,0,19,13,0,12,0,10,1,0,0,0,0,0,9,0,0,0,21,0,1,3,21,0,0,10,46,11,0,0,0,6,0,0,0,11,0,1,0,0,0,9,0,14,15,0,1,7
OTU_197,0,12,0,0,4,0,0,8,0,0,0,0,0,21,12,5,12,2,7,0,0,0,0,6,31,0,0,1,33,0,0,0,13,10,0,0,0,4,4,1,7,16,0,0,0,0,0,2,0,0,0,5,0,0,16,33,0,0,0,18,0,0,4,0,0,5,15,4,0,5,0,0,0,7,4,19,1
OTU_198,0,0,0,2,0,0,8,0,0,0,23,23,14,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,7,3,0,0,2,0,0,0,1,0,0,11,0,0,6,0,7,15,4,0,0,0,0,0,0,0,0,5,29,0,8,0,0,0,6,24,0,0,3,0,0,0,0,0,0,38,9,5,0
OTU_199,0,0,5,1,18,22,0,11,0,17,0,38,7,0,0,12,1,16,13,13,8,0,0,4,0,0,0,2,0,27,3,0,0,17,0,0,5,0,0,4,0,5,0,0,9,0,0,9,6,0,0,0,51,0,0,0,0,0,0,0,2,0,9,0,10,0,20,0,0,1,0,48,0,0,0,0,0
OTU_200,0,0,5,0,6,0,0,0,28,0,0,1,0,0,22,0,0,0,3,0,0,3,0,0,0,0,0,5,0,10,0,0,18,0,0,23,0,6,0,0,7,0,50,9,0,0,1,2,0,44,0,0,9,0,7,9,8,0,7,0,0,1,1,0,5,0,2,1,0,0,0,0,0,0,0,0,0
OTU_201,9,3,0,0,3,0,0,17,7,0,3,0,0,0,0,0,0,18,0,0,16,3,6,0,6,0,5,0,1,11,0,4,0,0,7,0,55,0,0,2,0,0,4,16,11,0,2,4,0,0,7,0,0,0,6,0,0,0,0,0,17,3,0,0,15,18,14,0,24,34,0,9,0,1,3,0,5
OTU_202,3,7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,6,0,3,23,0,0,11,0,0,2,29,0,3,2,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,13,0,35,0,0,10,7,0,0,8,0,9,0,18,32,0,0,4,21,0,12,10,0
OTU_203,0,0,0,18,0,0,29,0,0,0,0,3,6,6,2,0,0,0,0,2,40,0,0,15,4,6,0,3,15,5,1,0,2,0,0,2,0,0,0,5,5,0,0,32,1,11,0,3,0,20,0,4,17,7,1,42,0,0,0,13,0,1,0,15,6,16,0,0,42,1,2,0,0,0,0,0,5
OTU_204,4,29,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,2,0,0,58,0,7,52,0,0,0,0,3,0,8,7,12,2,11,0,9,0,0,0,6,4,0,0,0,0,0,0,0,53,6,0,39,0,7,0,2,3,4,69,0,0,2,12,0,0,14,1,0,0,0,24,0,0
OTU_205,2,0,0,12,1,7,0,0,0,0,0,0,24,4,0,0,6,0,0,0,0,14,14,0,2,0,0,2,4,0,0,0,0,0,0,11,2,0,0,7,3,0,12,13,0,17,0,0,0,0,1,8,0,0,4,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,24,5,3,0,3,2,0
OTU_206,0,13,11,0,5,11,24,0,0,0,17,0,2,4,0,0,0,0,5,0,0,0,0,4,0,0,2,3,0,19,7,0,16,0,3,2,10,0,39,0,0,0,0,25,4,0,0,0,3,6,0,0,0,0,0,0,0,0,14,1,26,0,1,4,0,0,7,15,6,0,0,0,0,0,0,0,0
OTU_207,0,13,0,0,0,13,0,0,14,0,6,4,5,2,0,0,0,26,8,9,1,0,0,0,0,39,0,2,7,87,2,12,5,0,26,0,0,68,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,14,0,0,0,0,0,31,0,8,2,2,0,0,7,0,0,0,5,2,0,0,0,0
OTU_208,0,30,0,0,0,23,4,0,24,0,0,0,8,3,0,6,1,15,0,0,0,0,39,0,0,12,3,0,0,0,0,41,0,0,0,12,19,0,0,4,0,0,0,0,0,0,1,0,0,3,6,4,4,0,29,0,0,0,7,0,0,0,38,0,30,9,0,49,0,26,0,2,3,0,0,6,0
OTU_209,14,22,45,0,4,0,0,0,0,0,2,1,0,23,22,0,0,0,0,0,0,0,35,0,0,21,0,0,9,0,0,0,2,0,20,7,0,17,5,6,0,0,0,0,0,0,0,9,0,0,11,4,6,5,33,26,2,4,0,0,7,0,3,0,9,0,0,0,0,0,0,31,0,3,1,0,6
OTU_210,0,0,0,6,0,0,113,0,8,1,1,0,0,0,0,6,2,0,0,2,7,0,5,15,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,29,0,19,0,0,0,0,7,14,0,0,0,0,0,6,0,0,0,20,2,0,0,0,0,0,20,0,2,7,0,8,0,0,3,0,0,0,2
OTU_211,2,10,3,0,0,0,0,0,12,0,3,0,0,0,11,0,0,19,0,15,0,13,0,0,19,7,0,8,0,15,0,0,0,1,11,0,0,0,1,6,7,22,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,6,15,0,28,0,15,0,1,0,0,7,21,0,0,8,0,6,11,0
OTU_212,0,0,0,18,0,0,0,0,0,1,0,9,0,11,0,23,2,6,0,0,0,0,1,10,0,0,0,2,0,0,0,0,29,17,0,4,9,0,0,15,12,0,2,0,0,0,0,0,0,0,0,8,0,0,6,8,0,0,5,0,0,45,8,76,0,5,3,0,0,0,0,4,8,0,6,0,0
OTU_213,4,18,0,0,0,0,9,0,0,0,3,2,32,20,26,0,0,0,0,10,0,0,17,0,0,0,0,0,0,7,0,0,14,39,10,0,0,0,0,0,0,0,0,64,7,0,4,0,0,0,0,0,0,0,1,26,0,0,0,4,0,0,0,0,11,5,0,5,0,4,2,0,0,1,0,5,5
OTU_214,0,0,9,59,0,2,3,0,27,0,0,0,1,0,31,7,0,0,22,0,0,0,0,0,0,0,0,10,0,2,37,0,28,0,0,9,22,23,0,0,0,12,0,0,1,0,1,5,9,0,0,13,0,0,0,6,0,0,0,0,6,5,0,4,5,0,0,6,2,1,0,0,0,0,0,12,0
OTU_215,7,0,0,0,0,0,0,0,0,1,18,0,3,0,0,0,0,17,0,6,0,0,0,6,16,0,0,0,3,1,0,0,0,7,0,5,0,2,0,5,1,0,0,0,5,0,0,3,9,4,7,0,1,0,24,0,6,7,0,0,3,0,0,0,0,10,12,5,0,0,0,4,0,0,0,0,0
OTU_216,3,1,0,1,0,7,0,0,0,0,0,0,29,13,3,0,3,24,0,0,0,0,0,0,18,7,0,0,0,2,62,0,7,3,0,2,0,0,0,0,0,24,0,2,0,4,0,0,1,0,2,0,0,4,33,0,0,0,0,8,56,16,0,3,13,0,0,3,0,3,0,20,0,8,0,0,0
OTU_217,11,0,41,0,0,2,0,0,0,12,0,0,0,0,0,0,4,13,85,0,0,0,2,3,0,0,0,5,0,0,0,9,0,4,0,7,0,0,0,7,0,19,0,13,10,0,0,16,18,0,0,0,0,5,0,7,4,0,0,0,0,145,2,0,1,0,9,0,0,8,0,10,0,0,0,21,0
OTU_218,0,4,0,0,10,0,0,0,4,0,0,0,0,5,6,0,3,8,0,0,2,5,0,0,27,0,0,43,17,13,0,0,0,0,1,11,0,0,0,3,0,0,3,12,2,0,10,2,1,0,0,0,0,8,7,0,0,0,0,8,0,0,0,2,31,0,0,0,0,0,0,0,0,9,0,8,28
OTU_219,0,1,0,0,3,0,0,0,0,5,9,23,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,7,0,0,0,9,0,2,0,0,0,0,0,4,0,0,4,0,11,4,2,0,4,13,0,16,0,0,3,0,0,0,0,1,19,8,0,3,1,0,0,18,0,5,15,15,0,0,0,0
OTU_220,0,0,0,13,6,0,22,0,0,12,12,3,8,0,0,0,7,0,0,0,1,0,24,0,0,0,21,0,0,1,0,0,0,4,3,13,11,0,0,4,6,12,0,10,10,7,0,0,0,44,0,0,0,0,0,5,11,0,0,76,3,0,3,10,0,4,0,0,3,0,0,51,0,0,0,4,0
OTU_221,0,52,0,0,4,0,2,2,60,0,3,0,0,2,3,0,0,0,0,5,0,5,0,0,44,3,7,3,0,0,11,0,11,3,2,0,0,36,16,7,9,0,0,0,0,0,0,0,0,0,0,0,20,0,88,0,0,0,0,0,0,0,0,0,25,0,0,0,6,0,0,0,2,3,0,0,0
OTU_222,4,44,9,0,0,0,0,0,3,6,0,20,0,0,13,0,0,0,3,0,0,0,0,0,8,15,0,22,22,0,0,0,2,0,9,0,0,0,14,1,0,0,0,0,13,0,16,0,3,0,0,0,0,0,11,0,0,15,0,4,2,0,1,0,0,1,0,0,4,0,0,6,0,70,0,0,0
OTU_223,0,0,20,0,0,0,4,0,30,6,4,5,0,0,8,4,0,9,2,0,27,0,0,29,0,0,0,0,5,0,0,0,0,6,1,0,11,5,0,1,0,0,15,2,0,19,0,10,0,0,5,0,0,0,0,0,9,17,0,10,0,0,17,0,159,0,29,4,1,4,9,0,0,30,2,22,0
OTU_224,5,3,0,3,2,0,0,0,29,0,5,0,6,0,0,0,0,0,0,2,4,0,0,0,1,0,0,5,0,0,15,1,0,0,0,17,0,0,50,0,0,0,163,1,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,18,1,0,0,0,0,0,0,3,0,0,5,0,0,0,4
OTU_225,0,0,0,98,1,6,0,3,0,0,8,4,25,3,0,0,0,7,0,0,0,0,0,0,0,0,9,0,25,10,34,0,0,26,0,0,9,0,0,45,21,0,0,6,0,14,0,8,0,0,3,0,0,31,7,0,0,10,12,16,0,0,0,7,17,19,0,0,0,0,0,0,0,0,0,8,52
OTU_226,7,0,4,0,2,0,0,7,0,0,0,50,0,83,4,0,0,0,0,1,0,4,0,0,0,0,0,9,0,6,0,0,0,9,0,54,3,0,0,0,0,7,0,10,0,0,0,4,2,0,7,0,2,0,0,0,7,0,0,9,0,0,15,0,0,3,0,18,13,0,0,9,34,0,0,7,0
OTU_227,14,0,2,67,15,3,0,0,0,3,0,0,20,0,11,0,9,0,0,0,25,0,0,0,0,0,34,10,9,0,0,0,0,0,0,0,0,36,24,28,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,2,6,0,0,6,0,0,18,0
OTU_228,0,2,8,13,0,14,25,2,0,0,0,6,6,0,0,0,0,1,7,40,13,15,0,6,1,0,0,0,0,13,0,0,0,3,0,0,2,2,0,0,47,0,30,0,8,0,0,14,2,1,0,0,1,0,0,7,0,0,18,0,10,7,1,11,0,0,1,7,0,17,0,0,5,0,0,0,0
OTU_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,2,0,10,0,22,0,12,0,10,0,0,12,0,0,0,0,3,0,14,4,15,0,0,1,6,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,17,12,0
OTU_230,0,0,2,6,0,6,0,9,3,9,0,36,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,2,3,0,8,12,0,14,17,1,3,0,0,0,18,0,0,0,17,1,0,19,0,2,6,6,2,60,0,0,6,18,0,0,3,32,12,0
OTU_231,16,0,0,28,0,0,0,0,3,0,23,0,0,0,0,11,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,11,0,6,0,0,2,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,2,4,29,0,0,38,0,0,0,0
OTU_232,0,0,7,0,0,0,0,0,0,5,0,2,17,1,0,0,19,5,0,13,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,8,0,3,0,17,0,16,0,0,0,0,24,0,0,0,0,0,0,16,0,8,0,0,0,0,0,6,14,6,0,0,18,0,4,0,5
OTU_233,0,0,4,0,2,3,28,4,0,0,0,3,0,0,8,0,0,0,16,12,0,0,41,0,14,0,3,16,0,0,5,0,8,17,0,0,0,0,0,0,0,0,2,0,30,4,43,0,0,0,0,29,0,0,0,0,3,0,2,0,7,26,0,6,0,4,0,0,0,0,0,0,38,0,11,12,0
OTU_234,0,5,61,0,0,0,3,25,0,4,5,0,0,9,4,0,0,0,0,11,0,5,0,0,0,0,19,0,9,0,4,0,0,10,5,0,0,0,0,11,0,0,0,0,0,0,0,18,16,0,11,0,3,18,17,0,4,18,0,0,0,0,0,43,5,0,0,3,0,3,0,0,2,0,0,0,27
OTU_235,0,8,0,0,0,0,0,0,0,6,0,6,4,0,0,16,0,7,0,0,1,3,6,6,0,0,0,0,0,0,0,0,42,0,0,0,0,42,0,0,14,0,6,0,0,0,6,0,10,3,0,6,0,10,3,0,21,0,3,7,0,0,13,3,0,0,0,0,0,0,0,2,0,0,0,0,23
OTU_236,7,16,0,0,5,4,3,46,0,0,8,0,22,0,1,11,0,0,0,0,0,0,0,0,0,46,36,3,0,0,0,0,16,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,3,0,0,8,6,3,0,8,23,1,6,0,17,0,0,3,0,0,0,0,0,0,0,0
OTU_237,1,8,22,0,22,0,0,0,0,14,127,0,0,0,29,0,8,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,0,3,0,0,19,5,0,5,31,0,0,4,0,0,2,2,0,0,16,0,0,0,0,16,9,44,6,28,0
OTU_238,0,18,0,4,0,0,0,0,1,12,0,0,23,6,0,0,1,47,0,1,0,6,5,0,0,16,0,0,6,0,0,0,0,0,4,0,2,4,0,2,1,0,1,0,0,0,26,2,0,0,2,0,0,0,0,10,0,1,0,67,5,35,0,9,0,0,5,0,48,0,0,6,0,8,4,0,1
OTU_239,0,0,7,0,0,11,4,40,0,9,17,0,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0,4,6,0,0,5,0,0,0,5,0,0,26,7,4,0,8,31,0,6,20,10,0,8,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,0,0,15
OTU_240,0,9,0,0,0,0,0,0,0,0,3,14,4,0,2,12,0,5,15,1,0,6,0,0,5,0,0,0,15,13,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,20,0,16,4,0,1,0,0,15,2,27,67,1,0,16,0,0,4,0,8,0,0,0,0
OTU_241,0,4,0,1,13,0,0,0,16,1,0,2,0,0,0,0,10,0,0,7,0,0,19,13,29,0,9,11,0,22,0,0,0,7,0,0,0,2,0,0,0,10,0,0,0,0,4,19,0,0,0,7,4,4,0,0,0,19,0,0,5,0,0,5,0,0,0,0,0,3,0,33,34,0,0,5,3
OTU_242,0,0,5,0,2,0,4,2,0,0,9,0,0,8,3,0,52,106,0,0,5,0,0,0,63,0,0,0,0,0,0,9,0,0,0,0,7,6,1,0,0,2,5,0,31,9,13,0,9,10,1,5,23,0,2,0,4,0,0,0,1,0,0,0,0,14,7,9,0,0,16,0,22,10,0,4,0
OTU_243,4,0,0,0,0,0,0,0,1,0,14,0,0,51,7,0,0,0,0,0,0,6,7,5,0,0,0,3,0,4,0,0,0,18,0,0,5,2,0,0,13,7,1,2,0,0,1,1,0,1,0,0,0,0,3,7,3,0,0,8,0,0,26,0,0,0,5,3,7,0,0,0,0,0,0,0,3
OTU_244,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,34,31,8,0,29,3,0,28,0,0,0,0,2,0,0,0,0,0,19,1,0,0,0,0,0,0,9,0,9,0,0,4,0,0,0,0,12,0,16,8,0,5,5,0,1,0,0,2,0,0,0,8,0,12,3,0,8,9,0,0,0
OTU_245,3,0,0,0,0,0,0,0,26,0,0,6,0,5,0,20,0,13,3,6,0,12,10,57,0,0,0,0,8,0,8,0,0,8,0,0,0,0,2,10,16,4,2,0,25,0,0,0,0,0,0,6,0,0,8,0,1,0,0,4,0,0,0,8,28,3,0,8,16,5,0,0,3,0,0,0,0
OTU_246,0,0,0,8,0,0,6,7,0,6,35,0,2,0,3,0,0,0,3,0,1,0,14,0,0,1,0,11,0,80,0,2,0,0,0,13,0,0,1,8,0,2,0,33,0,0,1,4,0,0,0,10,9,3,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,30,0,0,0,5
OTU_247,0,53,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,21,0,0,0,11,0,4,59,0,0,15,0,0,12,17,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,17,14,0,13,0,0,3,0,2,62,8,0,0,0,82,3,6,0,0,0,0,6,5,0,0
OTU_248,0,0,4,7,0,0,0,30,10,0,0,0,0,0,0,21,0,0,5,0,6,0,16,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,1,6,13,0,0,22,8,0,0,6,0,0,0,2,0,0,0,4,0,0,0,3,39,0,0,19,0,0,0,0,6
OTU_249,0,0,0,2,0,0,0,0,2,0,0,0,18,0,3,7,0,0,16,2,0,6,25,0,0,1,0,0,13,0,39,0,2,0,0,0,0,0,6,19,0,0,0,0,1,17,0,0,22,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,20,4,0,0,3,0,3,4,0,0,2
OTU_250,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,9,4,0,0,0,15,0,0,14,0,0,0,0,0,11,13,0,4,0,3,0,24,0,0,9,0,13,0,0,0,19,24,0,0,6,1,11,0,7,0,4,0,7,1,0,0,0,17,0,0,0,2,0,0,0,0,8,0,0,0,0,0
OTU_251,10,8,1,15,2,4,0,0,0,4,0,0,3,1,0,0,12,2,2,7,0,0,0,0,11,0,0,40,2,0,0,1,0,0,2,4,0,0,5,41,0,0,0,0,15,0,26,13,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,22,0,6,7,0,7,4,0,0,3,11,24
OTU_252,18,8,0,0,10,0,0,0,0,0,72,5,0,2,0,12,0,2,0,7,0,12,0,0,0,4,6,0,0,0,5,3,5,0,8,0,18,0,9,0,0,0,0,0,14,17,0,0,0,6,0,0,0,51,18,0,5,39,7,0,7,0,7,0,1,0,0,0,0,1,16,4,0,0,0,0,0
